cluster,LogID,ConcatenatedLog
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_103,RegOpenKey HKCU SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_104,RegOpenKey HKCU\Software\Policies\Microsoft\Control Panel\Desktop NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_105,RegOpenKey HKCU\Control Panel\Desktop\LanguageConfiguration NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_106,RegCloseKey HKCU SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_107,RegOpenKey HKCU SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_108,RegQueryKey HKCU SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_109,RegOpenKey HKCU\Software\Policies\Microsoft\Windows\System NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_110,RegQueryKey HKLM SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_111,RegOpenKey HKLM\Software\Microsoft\Command Processor SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_112,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\DisableUNCCheck NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_113,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\EnableExtensions SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_114,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\DelayedExpansion NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_115,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\DefaultColor SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_116,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\CompletionChar SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_117,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\PathCompletionChar SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_118,RegQueryValue HKLM\SOFTWARE\Microsoft\Command Processor\AutoRun NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_119,RegCloseKey HKLM\SOFTWARE\Microsoft\Command Processor SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_120,RegQueryKey HKCU SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_121,RegOpenKey HKCU\Software\Microsoft\Command Processor NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_122,CreateFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_123,QueryBasicInformationFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_124,CloseFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_125,CreateFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_126,QueryNameInformationFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_127,QueryNameInformationFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_128,QueryDirectory C:\Windows SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_129,CloseFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_130,CreateFile C:\Windows SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_131,QueryDirectory C:\Windows\system32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_132,CloseFile C:\Windows SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_133,CreateFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_134,QueryBasicInformationFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_135,CloseFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_136,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\CustomLocale REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_137,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\CustomLocale SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_138,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-US NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_139,RegCloseKey HKLM\System\CurrentControlSet\Control\Nls\CustomLocale SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_140,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_141,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_142,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-US NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_143,RegCloseKey HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_144,CreateFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_145,QueryBasicInformationFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_146,CloseFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_147,CreateFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_148,QueryDirectory C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_149,CreateFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_150,ReadFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_151,CreateFile C:\svchost.exe NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_152,CreateFile C:\svchost.exe NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_153,RegOpenKey HKLM\Software\Policies\Microsoft\Windows\System SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_154,RegQueryValue HKLM\SOFTWARE\Policies\Microsoft\Windows\System\CopyFileBufferedSynchronousIo NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_155,RegCloseKey HKLM\SOFTWARE\Policies\Microsoft\Windows\System SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_156,CreateFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_157,QueryAttributeTagFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_158,CloseFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_159,CreateFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_160,QueryStandardInformationFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_161,QueryBasicInformationFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_162,QueryStreamInformationFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_163,QueryBasicInformationFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_164,QueryEaInformationFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_165,QueryEAFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_166,CreateFile C:\svchost.exe NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_167,CreateFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_168,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_169,QueryBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_170,QuerySecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_171,CloseFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_172,CreateFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_173,QueryAttributeInformationVolume C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_174,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_175,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_176,QueryBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_177,QueryAttributeInformationVolume C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_178,Load Image C:\Windows\System32\advapi32.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_179,Load Image C:\Windows\System32\sechost.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_180,CreateFile C:\Windows\System32\ntmarta.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_181,QueryBasicInformationFile C:\Windows\System32\ntmarta.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_182,CloseFile C:\Windows\System32\ntmarta.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_183,CreateFile C:\Windows\System32\ntmarta.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_184,CreateFileMapping C:\Windows\System32\ntmarta.dll FILE LOCKED WITH ONLY READERS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_185,CreateFileMapping C:\Windows\System32\ntmarta.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_186,Load Image C:\Windows\System32\ntmarta.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_187,CloseFile C:\Windows\System32\ntmarta.dll SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_188,QueryRemoteProtocolInformation C:\Windows\System32\cmd.exe INVALID PARAMETER cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_189,QuerySecurityFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_190,QueryBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_191,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_192,CreateFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_193,QueryRemoteProtocolInformation C:\ INVALID PARAMETER cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_194,QueryNameInformationFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_195,QueryNameInformationFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_196,QuerySecurityFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_197,CloseFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_198,QueryRemoteProtocolInformation C:\svchost.exe INVALID PARAMETER cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_199,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_200,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_201,QuerySecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_202,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_203,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_204,QuerySecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_205,QuerySecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_206,QuerySecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_207,SetSecurityFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_208,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_209,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
